raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
Azilsartan medoxomil,ent_001538,1,registry,exact registry match: 'azilsartan medoxomil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithran 500 mg επικαλυμμένα με λεπτό υμένιο δισκία,ent_001548,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Azithromycin,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Azithromycin ""Sandoz"", filmovertrukne tabletter",ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin 250 mg or 500 mg,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin 250 mg tablet,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin AL 250 mg Filmtabletten,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin HEXAL 250 mg Filmtabletten,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin Ratiopharm,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin STADA® 250 mg Filmtabletten,ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin dihydrate,ent_001548,1,registry,exact registry match: 'azithromycin dihydrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin placebo,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
"Azithromycin ”Jubilant”, filmovertrukne tabletter",ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Azithromycin ”Stada”, filmovertrukne tabletter",ent_001548,1,registry,exact registry match: 'azithromycin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azithromycin-ratiopharm 250mg Filmtabletten,ent_001548,0.95,token_idf,Azithromycin-ratiopharm is a brand of azithromycin; parent INN matches option 1.,model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
Azithromycine,ent_001548,1,registry,exact registry match: 'azithromycine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azitromicina Teva 250 mg comprimidos recubiertos con película EFG.,ent_001548,1,registry,exact registry match: 'azitromicina',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azitromicina Teva Italia 200 mg,ent_001548,1,registry,exact registry match: 'azitromicina',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azitromycin,ent_001548,0.97,ngram,"Azitromycin is the INN base for azithromycin; monohydrate is its salt form, matching per canonical rules.",model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
Azitromycine,ent_001548,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"Azitromycine 500 mg Teva, filmomhulde tabletten.",ent_001548,0.85,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Azopt 10 mg,ent_002368,1,registry,exact registry match: 'azopt',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Azoximer bromide,ent_001556,1,registry,exact registry match: 'azoximer bromide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Aztreonam,ent_001557,1,registry,exact registry match: 'aztreonam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Aztreonam and Avibactam (1.5g,ent_001557,1,registry,exact registry match: 'aztreonam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Aztreonam for injection,ent_001557,1,registry,exact registry match: 'aztreonam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Aztreonam para injeccin,ent_001557,1,registry,exact registry match: 'aztreonam',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
Azytromicyn,ent_001548,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Azzalure,ent_000136,0.95,token_idf,Azzalure is the brand name for abobotulinumtoxinA (botulinum toxin type A).,model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
"Azzalure, 125 Speywood units, powder for solution for injection",ent_000136,0.9,token_idf,"Azzalure is a brand name for abobotulinumtoxinA (botulinum toxin type A, Speywood units), matching candidate 1.",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
B Strain,ent_019263,0.5,mint,Influenza B strain component,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
B VICTORIA LINEAGE-LIKE VIRUS ANTIGEN,ent_019258,0.8,mint,Influenza B Victoria-lineage strain antigen variants,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
B YAMAGATA LINEAGE-LIKE VIRUS ANTIGEN,ent_019260,0.85,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
B-cell Lymphoma 6 Ligand Directed Degrader (BCL6-LDD),ent_017983,0.5,mint,"Development-stage targeted protein degrader for BCL6; no INN assigned, code retained.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
B-domain deleted human coagulation factor VIII simoctocog alfa,ent_014346,0.98,token_idf,Simoctocog alfa is explicitly named in the raw string as the B-domain deleted recombinant factor VIII.,model,2026-08-18T15:59:37Z,claude-sonnet-5,substance-assign-v2
B.pertussis Whole Cell Inactivated,ent_012118,0.6,token_idf,"B.pertussis whole cell inactivated is the antigen used in whole-cell pertussis vaccine, best matching the standalone 'Pertussis vaccine' entry rather than combination products.",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
B01AB01,ent_007408,0.6,mint,ATC code B01AB01 corresponds to heparin,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
B6-Solution,ent_013103,0.75,token_idf,Vitamin B6 refers to pyridoxine; canonical INN preferred over the hydrochloride salt entry.,model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
BA058,ent_000096,1,registry,exact registry match: 'ba058',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"BACILLUS CALMETTE-GUÉRIN (BCG), TICE",ent_001677,0.7,token_idf,"BCG TICE strain is a live BCG vaccine, matching 'Bcg live' most closely as the substance form; both candidates are similar but 'live' reflects the live attenuated substance nature.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
BACITRACIN,ent_001565,1,registry,exact registry match: 'bacitracin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BACLOFEN,ent_001567,1,registry,exact registry match: 'baclofen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BACLOFEN POLPHARMA 10 mg tablety,ent_001567,1,registry,exact registry match: 'baclofen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BACTEK,ent_018084,0.6,exact,Exact name match between raw string and candidate.,model,2026-08-21T06:09:27Z,claude-sonnet-5,substance-assign-v2
"BACTRIM FORTE, comprimé",ent_021321,0.8,mint,"All are Bactrim brand products, a fixed-dose combination of sulfamethoxazole and trimethoprim, differing only in strength/form.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BAF312,ent_014378,1,registry,exact registry match: 'baf312',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAF312 0.25mg tablet,ent_014378,1,registry,exact registry match: 'baf312',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAF312 1mg tablet,ent_014378,1,registry,exact registry match: 'baf312',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAF312 4mg tablet,ent_014378,1,registry,exact registry match: 'baf312',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAF312 5 mg tablet,ent_014378,1,registry,exact registry match: 'baf312',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAFA - Butyrate 90 mg and Glycocholate 480 mg Oral solution,ent_021311,0.6,mint,Combination oral solution of butyrate and glycocholate salts,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BALOXAVIR MARBOXIL,ent_001591,1,registry,exact registry match: 'baloxavir marboxil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BALSTILIMAB,ent_001594,1,registry,exact registry match: 'balstilimab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BALUGRASTIM,ent_001596,1,registry,exact registry match: 'balugrastim',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAMLANIVIMAB,ent_001607,1,registry,exact registry match: 'bamlanivimab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAN2401,ent_008747,1,registry,exact registry match: 'ban2401',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BARICITINIB,ent_001623,1,registry,exact registry match: 'baricitinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BARIUM SULFATE,ent_001625,1,registry,exact registry match: 'barium sulfate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BARNASCAN 3000 MBq,ent_006471,0.5,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BARZOLVOLIMAB,ent_001631,1,registry,exact registry match: 'barzolvolimab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BASILIXIMAB,ent_001634,1,registry,exact registry match: 'basiliximab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAT1806,ent_015866,1,registry,exact registry match: 'bat1806',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAVITUXIMAB,ent_001656,1,registry,exact registry match: 'bavituximab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAX 888,ent_017970,0.6,mint,"BAX 888 is a Baxalta/Shire gene therapy code name (AAV-based hemophilia A candidate), no published INN available.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BAX69,ent_007795,1,registry,exact registry match: 'bax69',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 1021189,ent_016686,1,registry,exact registry match: 'bay 1021189',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 1021189 1.25 mg coated tablet,ent_016686,0.85,ngram,BAY 1021189 is the development code for Vericiguat.,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
BAY 1021189 tablet 5 mg,ent_016686,1,registry,exact registry match: 'bay 1021189',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 1067197 HCL 10 mg tablet,ent_001667,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 12-8039 Tablets,ent_010424,1,registry,exact registry match: 'bay 12-8039',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 1747846,ent_006841,1,registry,exact registry match: 'bay 1747846',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 1841788,ent_004183,1,registry,exact registry match: 'bay 1841788',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 2253651 nasal spray 0.5 mg,ent_017971,0.7,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 2433334,ent_017864,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 2599023,ent_017972,0.75,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 2927088,ent_014268,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 2927088 Bayer,ent_014268,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 2927088 Bayer (CM),ent_014268,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 3018250,ent_017973,0.7,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 3283142,ent_017974,0.7,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 3283142 PLACEBO,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
BAY 3401016,ent_017975,0.7,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 3427080,ent_005334,0.85,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 3427080 60 mg capsules placebo,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
BAY 3713372 Bayer,ent_017976,0.7,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 58-2667,ent_003423,1,registry,exact registry match: 'bay 58-2667',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 73-4506,ent_013401,1,registry,exact registry match: 'bay 73-4506',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 734506,ent_013401,0.9,exact,BAY 73-4506 is the Bayer code name for regorafenib.,model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
BAY 80-6946,ent_003827,1,registry,exact registry match: 'bay 80-6946',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 86-5277,ent_017977,0.65,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 94-8862,ent_006351,1,registry,exact registry match: 'bay 94-8862',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BAY 94-8862 IR tablet 1.25 mg,ent_006351,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 94-8862 IR tablet 10 mg,ent_006351,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY 94-8862 coated tablet,ent_006351,0.95,ngram,BAY 94-8862 is the development code for finerenone.,model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
BAY 948862,ent_006351,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
BAY e4465,ent_021373,0.4,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BAZEDOXIFENE ACETATE,ent_001669,1,registry,exact registry match: 'bazedoxifene acetate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BB3,ent_015427,1,registry,exact registry match: 'bb3',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BBP-398,ent_001674,1,registry,exact registry match: 'bbp-398',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
BBT-877,ent_017978,0.7,mint,"Autotaxin inhibitor development code, no INN assigned yet",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BCD-100,ent_017979,0.6,mint,"BCD-100 is Biocad's code name for prolgolimab, an anti-PD-1 monoclonal antibody, but kept as code with low-moderate confidence.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
BCG,ent_001678,0.6,token_idf,"BCG refers to Bacillus Calmette-Guérin vaccine; both 'Bcg live' and 'Bcg vaccine' could match, but 'Bcg vaccine' is the more standard registry naming.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
BCG - BACILLO DI CALMETTE E GUERIN,ent_001677,0.7,token_idf,"BCG (Bacillo di Calmette e Guerin) is the live attenuated tuberculosis vaccine strain, matching 'Bcg live'.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
"BCG 10 Anti-Tuberculosis Vaccine, Powder and solvent for suspension for intradermal injection Vaccinum tuberculosis (BCG) cryodesiccatum",ent_001678,0.7,token_idf,"BCG vaccine is Bacillus Calmette-Guérin live attenuated vaccine, best matched by 'Bcg vaccine'.",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
BCG CULTIVO VIVO DESECADO,ent_001677,0.85,token_idf,"'BCG cultivo vivo desecado' translates to 'BCG live desiccated culture', matching BCG live.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
BCG VACCINE,ent_001678,1,registry,exact registry match: 'bcg vaccine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"BCG VACCINE AJV por és oldószer szuszpenziós injekcióhoz
BCG vakcina, fagyasztva szárított",ent_001678,0.85,token_idf,"BCG vaccine explicitly named, matches candidate 5 'Bcg vaccine' rather than live strain distinction.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
BCG Vaccin SSI Netherlands Vaccin Statens Serum Institute Danish strain 1331,ent_001678,0.75,token_idf,"BCG Vaccin SSI is a BCG vaccine (Danish strain 1331), matching Bcg vaccine entry.",model,2026-08-18T09:19:13Z,claude-sonnet-5,substance-assign-v2
"BCG Vaccine ""AJ Vaccines"", pulver og solvens til injektionsvæske, suspension",ent_001678,0.85,token_idf,"The raw string explicitly names 'BCG Vaccine' product, matching candidate 6 (Bcg vaccine) directly rather than the live substance entry.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
"BCG medac, powder and solvent for intravesical suspension",ent_001677,0.85,token_idf,"BCG medac is a BCG live bacillus product used intravesically, matching 'Bcg live'.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
BCG vaccine,ent_001678,1,registry,exact registry match: 'bcg vaccine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"BCG vaccine Danish strain 1331, SSI, Denmark",ent_001678,0.8,token_idf,"BCG vaccine Danish strain 1331 is a BCG vaccine product, matching 'Bcg vaccine' rather than the generic 'Bcg live' substance entry.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
"BCG-MEDAC, poudre et solvant pour suspension intravésicale",ent_001677,0.85,token_idf,"BCG-MEDAC is a BCG live bacterial suspension used intravesically for bladder cancer, matching 'Bcg live'.",model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
